,original_title,runtime,vote_average,release_year,genre
8298,Shining Through,132,6.1,1992,Thriller
8299,A League of Their Own,128,6.6,1992,Comedy
8299,A League of Their Own,128,6.6,1992,Drama
8299,A League of Their Own,128,6.6,1992,Family
8300,Of Mice and Men,110,6.8,1992,Drama
8301,Love Potion No. 9,97,5.4,1992,Comedy
8301,Love Potion No. 9,97,5.4,1992,Romance
8302,My Cousin Vinny,120,7.0,1992,Comedy
8302,My Cousin Vinny,120,7.0,1992,Drama
8303,Cool World,102,5.1,1992,Animation
8303,Cool World,102,5.1,1992,Comedy
8303,Cool World,102,5.1,1992,Fantasy
8304,The Crying Game,112,6.7,1992,Romance
8304,The Crying Game,112,6.7,1992,Crime
8304,The Crying Game,112,6.7,1992,Drama
8304,The Crying Game,112,6.7,1992,Thriller
8305,FernGully: The Last Rainforest,76,6.2,1992,Fantasy
8305,FernGully: The Last Rainforest,76,6.2,1992,Animation
8305,FernGully: The Last Rainforest,76,6.2,1992,Science Fiction
8305,FernGully: The Last Rainforest,76,6.2,1992,Family
8306,Boomerang,117,5.5,1992,Drama
8306,Boomerang,117,5.5,1992,Comedy
8306,Boomerang,117,5.5,1992,Romance
8307,The Lawnmower Man,108,5.2,1992,Horror
8307,The Lawnmower Man,108,5.2,1992,Thriller
8307,The Lawnmower Man,108,5.2,1992,Science Fiction
8308,Candyman,99,6.0,1992,Drama
8308,Candyman,99,6.0,1992,Horror
8308,Candyman,99,6.0,1992,Thriller
8309,Chaplin,143,7.4,1992,Drama
8310,Medicine Man,106,5.8,1992,Adventure
8311,Beyond The Law,108,5.3,1992,Drama
8311,Beyond The Law,108,5.3,1992,Thriller
8312,Housesitter,102,5.5,1992,Comedy
8312,Housesitter,102,5.5,1992,Romance
8313,Unlawful Entry,117,5.6,1992,Crime
8313,Unlawful Entry,117,5.6,1992,Thriller
8314,Captain Ron,100,5.8,1992,Action
8314,Captain Ron,100,5.8,1992,Adventure
8314,Captain Ron,100,5.8,1992,Comedy
8314,Captain Ron,100,5.8,1992,Family
8315,Memoirs of an Invisible Man,99,5.3,1992,Action
8315,Memoirs of an Invisible Man,99,5.3,1992,Comedy
8315,Memoirs of an Invisible Man,99,5.3,1992,Drama
8315,Memoirs of an Invisible Man,99,5.3,1992,Fantasy
8315,Memoirs of an Invisible Man,99,5.3,1992,Science Fiction
8316,The Power of One,127,7.8,1992,Drama
8317,Bob Roberts,102,6.6,1992,Comedy
8317,Bob Roberts,102,6.6,1992,Drama
8318,Rapid Fire,95,6.2,1992,Action
8318,Rapid Fire,95,6.2,1992,Thriller
8319,Encino Man,88,5.6,1992,Comedy
8319,Encino Man,88,5.6,1992,Family
8320,Buffy the Vampire Slayer,86,5.2,1992,Action
8320,Buffy the Vampire Slayer,86,5.2,1992,Comedy
8320,Buffy the Vampire Slayer,86,5.2,1992,Horror
8321,Thunderheart,119,5.6,1992,Action
8321,Thunderheart,119,5.6,1992,Adventure
8321,Thunderheart,119,5.6,1992,Crime
8321,Thunderheart,119,5.6,1992,Mystery
8321,Thunderheart,119,5.6,1992,Thriller
8322,The Cutting Edge,101,6.6,1992,Comedy
8322,The Cutting Edge,101,6.6,1992,Drama
8322,The Cutting Edge,101,6.6,1992,Romance
8323,Far and Away,140,6.2,1992,Adventure
8323,Far and Away,140,6.2,1992,Drama
8323,Far and Away,140,6.2,1992,Romance
8323,Far and Away,140,6.2,1992,Western
8324,Radio Flyer,114,6.3,1992,Drama
8325,Juice,96,7.1,1992,Action
8325,Juice,96,7.1,1992,Crime
8325,Juice,96,7.1,1992,Drama
8325,Juice,96,7.1,1992,Thriller
8326,Singles,99,6.4,1992,Comedy
8326,Singles,99,6.4,1992,Drama
8326,Singles,99,6.4,1992,Music
8326,Singles,99,6.4,1992,Romance
8327,Seong lung wui,89,6.3,1992,Action
8327,Seong lung wui,89,6.3,1992,Comedy
8327,Seong lung wui,89,6.3,1992,Foreign
8328,Gladiator,101,5.1,1992,Action
8328,Gladiator,101,5.1,1992,Drama
8329,The Distinguished Gentleman,112,5.8,1992,Comedy
8330,Single White Female,107,6.0,1992,Thriller
8331,Dust Devil,103,6.2,1992,Horror
8331,Dust Devil,103,6.2,1992,Mystery
8331,Dust Devil,103,6.2,1992,Thriller
8332,Wuthering Heights,105,7.0,1992,Drama
8332,Wuthering Heights,105,7.0,1992,Romance
8333,American Me,125,6.7,1992,Crime
8333,American Me,125,6.7,1992,Drama
8333,American Me,125,6.7,1992,Romance
8334,Mr. Baseball,108,5.8,1992,Comedy
8334,Mr. Baseball,108,5.8,1992,Romance
8335,Critters 4,100,4.4,1992,Thriller
8335,Critters 4,100,4.4,1992,Comedy
8335,Critters 4,100,4.4,1992,Horror
8335,Critters 4,100,4.4,1992,Science Fiction
8336,A Stranger Among Us,110,5.6,1992,Drama
8336,A Stranger Among Us,110,5.6,1992,Romance
8336,A Stranger Among Us,110,5.6,1992,Crime
8337,Dr. Giggles,95,4.5,1992,Comedy
8337,Dr. Giggles,95,4.5,1992,Horror
8337,Dr. Giggles,95,4.5,1992,Mystery
8337,Dr. Giggles,95,4.5,1992,Thriller
8338,Sleepwalkers,91,4.9,1992,Fantasy
8338,Sleepwalkers,91,4.9,1992,Thriller
8338,Sleepwalkers,91,4.9,1992,Horror
8339,Prelude to a Kiss,105,5.0,1992,Drama
8339,Prelude to a Kiss,105,5.0,1992,Comedy
8339,Prelude to a Kiss,105,5.0,1992,Romance
8340,3 Ninjas,84,5.5,1992,Adventure
8340,3 Ninjas,84,5.5,1992,Action
8340,3 Ninjas,84,5.5,1992,Family
8340,3 Ninjas,84,5.5,1992,Comedy
8341,Split Second,90,5.6,1992,Thriller
8341,Split Second,90,5.6,1992,Action
8341,Split Second,90,5.6,1992,Horror
8341,Split Second,90,5.6,1992,Science Fiction
8341,Split Second,90,5.6,1992,Crime
8342,Jennifer Eight,124,5.6,1992,Crime
8342,Jennifer Eight,124,5.6,1992,Drama
8342,Jennifer Eight,124,5.6,1992,Mystery
8343,Leap of Faith,108,4.8,1992,Comedy
8343,Leap of Faith,108,4.8,1992,Drama
8343,Leap of Faith,108,4.8,1992,Romance
8344,Honeymoon in Vegas,96,5.8,1992,Action
8344,Honeymoon in Vegas,96,5.8,1992,Comedy
8344,Honeymoon in Vegas,96,5.8,1992,Romance
8344,Honeymoon in Vegas,96,5.8,1992,Thriller
8345,Knight Moves,116,5.9,1992,Mystery
8345,Knight Moves,116,5.9,1992,Thriller
8346,White Sands,101,5.2,1992,Action
8346,White Sands,101,5.2,1992,Crime
8346,White Sands,101,5.2,1992,Drama
8346,White Sands,101,5.2,1992,Mystery
8346,White Sands,101,5.2,1992,Thriller
8347,Tom and Jerry: The Movie,84,5.7,1992,Animation
8347,Tom and Jerry: The Movie,84,5.7,1992,Family
8348,Deep Cover,107,6.2,1992,Action
8348,Deep Cover,107,6.2,1992,Thriller
8348,Deep Cover,107,6.2,1992,Crime
8349,Newsies,121,6.2,1992,Drama
8349,Newsies,121,6.2,1992,Music
8349,Newsies,121,6.2,1992,Family
8350,Diggstown,98,6.3,1992,Action
8350,Diggstown,98,6.3,1992,Comedy
8350,Diggstown,98,6.3,1992,Drama
8351,The Mambo Kings,104,5.6,1992,Drama
8351,The Mambo Kings,104,5.6,1992,Music
8352,Raising Cain,91,5.5,1992,Drama
8352,Raising Cain,91,5.5,1992,Horror
8352,Raising Cain,91,5.5,1992,Thriller
8352,Raising Cain,91,5.5,1992,Crime
8353,Trespass,101,5.9,1992,Action
8353,Trespass,101,5.9,1992,Adventure
8353,Trespass,101,5.9,1992,Crime
8353,Trespass,101,5.9,1992,Thriller
8354,Husbands and Wives,108,5.9,1992,Romance
8354,Husbands and Wives,108,5.9,1992,Comedy
8354,Husbands and Wives,108,5.9,1992,Drama
8355,Nemesis,94,5.0,1992,Science Fiction
8355,Nemesis,94,5.0,1992,Thriller
8356,Kuffs,102,5.5,1992,Action
8356,Kuffs,102,5.5,1992,Comedy
8356,Kuffs,102,5.5,1992,Crime
8357,Innocent Blood,112,6.4,1992,Comedy
8357,Innocent Blood,112,6.4,1992,Horror
8357,Innocent Blood,112,6.4,1992,Thriller
8357,Innocent Blood,112,6.4,1992,Crime
8358,The Babe,115,5.5,1992,Drama
8359,Sidekicks,101,5.7,1992,Action
8359,Sidekicks,101,5.7,1992,Adventure
8359,Sidekicks,101,5.7,1992,Drama
8359,Sidekicks,101,5.7,1992,Family
8360,Un CÅ“ur en Hiver,105,7.1,1992,Drama
8360,Un CÅ“ur en Hiver,105,7.1,1992,Romance
8361,Mo' Money,97,5.8,1992,Action
8361,Mo' Money,97,5.8,1992,Comedy
8361,Mo' Money,97,5.8,1992,Thriller
8361,Mo' Money,97,5.8,1992,Crime
8361,Mo' Money,97,5.8,1992,Romance
8362,Hoffa,140,5.8,1992,Crime
8362,Hoffa,140,5.8,1992,History
8363,Belle Ã‰poque,109,6.9,1992,Comedy
8363,Belle Ã‰poque,109,6.9,1992,Drama
8363,Belle Ã‰poque,109,6.9,1992,Foreign
8363,Belle Ã‰poque,109,6.9,1992,Romance
8364,Lorenzo's Oil,135,6.2,1992,Drama
8365,Xiao ao jiang hu zhi: Dong Fang Bu Bai,107,6.6,1992,Action
8365,Xiao ao jiang hu zhi: Dong Fang Bu Bai,107,6.6,1992,Fantasy
8366,Io speriamo che me la cavo,100,6.4,1992,Comedy
8366,Io speriamo che me la cavo,100,6.4,1992,Foreign
8367,Strictly Ballroom,94,6.3,1992,Comedy
8367,Strictly Ballroom,94,6.3,1992,Drama
8367,Strictly Ballroom,94,6.3,1992,Romance
8368,LadyBugs,90,5.7,1992,Comedy
8368,LadyBugs,90,5.7,1992,Family
8369,Stay Tuned,87,6.4,1992,Comedy
8369,Stay Tuned,87,6.4,1992,Fantasy
8370,Bill Hicks: Relentless,61,8.4,1992,Comedy
8371,Blown Away,93,4.8,1992,Drama
8371,Blown Away,93,4.8,1992,Romance
8371,Blown Away,93,4.8,1992,Thriller
8372,Pure Country,112,7.3,1992,Drama
8372,Pure Country,112,7.3,1992,Music
8372,Pure Country,112,7.3,1992,Romance
8373,Mom and Dad Save the World,88,4.8,1992,Adventure
8373,Mom and Dad Save the World,88,4.8,1992,Comedy
8373,Mom and Dad Save the World,88,4.8,1992,Family
8373,Mom and Dad Save the World,88,4.8,1992,Science Fiction
8374,Gayniggers from Outer Space,26,4.0,1992,Comedy
8374,Gayniggers from Outer Space,26,4.0,1992,Science Fiction
8375,Raiders of the Lost Ark,115,7.5,1981,Adventure
8375,Raiders of the Lost Ark,115,7.5,1981,Action
8376,Private Lessons,87,6.1,1981,Romance
8376,Private Lessons,87,6.1,1981,Comedy
8377,For Your Eyes Only,127,6.0,1981,Adventure
8377,For Your Eyes Only,127,6.0,1981,Action
8377,For Your Eyes Only,127,6.0,1981,Thriller
8378,The Fox and the Hound,82,6.9,1981,Adventure
8378,The Fox and the Hound,82,6.9,1981,Animation
8378,The Fox and the Hound,82,6.9,1981,Drama
8378,The Fox and the Hound,82,6.9,1981,Family
8379,Mad Max 2,95,7.1,1981,Adventure
8379,Mad Max 2,95,7.1,1981,Action
8379,Mad Max 2,95,7.1,1981,Thriller
8379,Mad Max 2,95,7.1,1981,Science Fiction
8380,History of the World: Part I,92,6.3,1981,Comedy
8381,An American Werewolf in London,97,7.0,1981,Horror
8381,An American Werewolf in London,97,7.0,1981,Comedy
8382,Heavy Metal,90,6.3,1981,Animation
8382,Heavy Metal,90,6.3,1981,Science Fiction
8383,The Evil Dead,85,7.2,1981,Horror
8384,Escape from New York,99,6.5,1981,Science Fiction
8384,Escape from New York,99,6.5,1981,Action
8385,Excalibur,140,6.5,1981,Adventure
8386,On Golden Pond,109,6.6,1981,Drama
8387,Chariots of Fire,123,6.6,1981,Drama
8387,Chariots of Fire,123,6.6,1981,History
8388,Friday the 13th Part 2,87,6.2,1981,Horror
8388,Friday the 13th Part 2,87,6.2,1981,Thriller
8389,Southern Comfort,105,5.8,1981,Action
8389,Southern Comfort,105,5.8,1981,Drama
8389,Southern Comfort,105,5.8,1981,History
8389,Southern Comfort,105,5.8,1981,Thriller
8390,Gallipoli,112,7.0,1981,Adventure
8390,Gallipoli,112,7.0,1981,War
8390,Gallipoli,112,7.0,1981,Drama
8390,Gallipoli,112,7.0,1981,History
8391,Halloween II,92,6.4,1981,Horror
8391,Halloween II,92,6.4,1981,Thriller
8392,The Postman Always Rings Twice,122,6.3,1981,Romance
8392,The Postman Always Rings Twice,122,6.3,1981,Crime
8392,The Postman Always Rings Twice,122,6.3,1981,Drama
8393,Arthur,97,6.4,1981,Comedy
8393,Arthur,97,6.4,1981,Drama
8393,Arthur,97,6.4,1981,Romance
8394,Road Games,101,5.8,1981,Thriller
8394,Road Games,101,5.8,1981,Horror
8394,Road Games,101,5.8,1981,Mystery
8395,Endless Love,116,5.5,1981,Romance
8395,Endless Love,116,5.5,1981,Drama
8396,Porky's,94,6.0,1981,Comedy
8397,Reds,195,6.5,1981,Drama
8397,Reds,195,6.5,1981,History
8398,The Cannonball Run,95,6.3,1981,Comedy
8399,Absence of Malice,116,6.8,1981,Drama
8399,Absence of Malice,116,6.8,1981,Romance
8399,Absence of Malice,116,6.8,1981,Thriller
8400,Time Bandits,116,6.1,1981,Family
8400,Time Bandits,116,6.1,1981,Fantasy
8400,Time Bandits,116,6.1,1981,Science Fiction
8400,Time Bandits,116,6.1,1981,Adventure
8400,Time Bandits,116,6.1,1981,Comedy
8401,Scanners,103,6.2,1981,Horror
8401,Scanners,103,6.2,1981,Science Fiction
8401,Scanners,103,6.2,1981,Thriller
8402,Victory,116,6.5,1981,Action
8402,Victory,116,6.5,1981,Drama
8403,Thief,122,7.0,1981,Action
8403,Thief,122,7.0,1981,Crime
8403,Thief,122,7.0,1981,Drama
8403,Thief,122,7.0,1981,Thriller
8404,Piranha Part Two: The Spawning,84,4.8,1981,Horror
8404,Piranha Part Two: The Spawning,84,4.8,1981,Drama
8404,Piranha Part Two: The Spawning,84,4.8,1981,Romance
8405,Stripes,106,6.5,1981,Action
8405,Stripes,106,6.5,1981,Comedy
8406,Outland,112,5.7,1981,Science Fiction
8407,Le Professionnel,108,6.8,1981,Action
8407,Le Professionnel,108,6.8,1981,Adventure
8407,Le Professionnel,108,6.8,1981,Thriller
8408,Omen III: The Final Conflict,108,5.7,1981,Drama
8408,Omen III: The Final Conflict,108,5.7,1981,Horror
8408,Omen III: The Final Conflict,108,5.7,1981,Thriller
8409,Dead & Buried,94,5.9,1981,Horror
8409,Dead & Buried,94,5.9,1981,Mystery
8410,Blow Out,108,7.4,1981,Drama
8410,Blow Out,108,7.4,1981,Mystery
8410,Blow Out,108,7.4,1981,Thriller
8411,Queen - Rock Montreal,138,8.5,1981,Music
8412,Death Hunt,97,5.0,1981,Action
8412,Death Hunt,97,5.0,1981,Drama
8413,Garde Ã  vue,88,6.9,1981,Crime
8413,Garde Ã  vue,88,6.9,1981,Drama
8413,Garde Ã  vue,88,6.9,1981,Mystery
8413,Garde Ã  vue,88,6.9,1981,Thriller
8414,Ragtime,155,6.0,1981,Drama
8415,Dragonslayer,108,6.7,1981,Fantasy
8416,Nice Dreams,88,6.7,1981,Comedy
8417,The French Lieutenant's Woman,124,6.7,1981,Drama
8417,The French Lieutenant's Woman,124,6.7,1981,Romance
8418,The Howling,91,6.3,1981,Drama
8418,The Howling,91,6.3,1981,Horror
8419,Nighthawks,99,6.6,1981,Action
8419,Nighthawks,99,6.6,1981,Crime
8419,Nighthawks,99,6.6,1981,Thriller
8420,My Dinner with AndrÃ©,110,7.6,1981,Comedy
8420,My Dinner with AndrÃ©,110,7.6,1981,Drama
8421,Taps,126,6.3,1981,Drama
8422,Ms .45,81,5.5,1981,Horror
8422,Ms .45,81,5.5,1981,Crime
8422,Ms .45,81,5.5,1981,Drama
8422,Ms .45,81,5.5,1981,Thriller
8423,Eye of the Needle,112,5.9,1981,Action
8423,Eye of the Needle,112,5.9,1981,Drama
8423,Eye of the Needle,112,5.9,1981,Romance
8423,Eye of the Needle,112,5.9,1981,Thriller
8424,Cannibal Ferox,93,4.8,1981,Adventure
8424,Cannibal Ferox,93,4.8,1981,Horror
8425,Clash of the Titans,118,6.7,1981,Adventure
8425,Clash of the Titans,118,6.7,1981,Fantasy
8425,Clash of the Titans,118,6.7,1981,Family
8426,Lion of the Desert,173,7.3,1981,Action
8426,Lion of the Desert,173,7.3,1981,History
8426,Lion of the Desert,173,7.3,1981,War
8427,The Great Muppet Caper,95,6.8,1981,Crime
8427,The Great Muppet Caper,95,6.8,1981,Family
8427,The Great Muppet Caper,95,6.8,1981,Comedy
8428,Cutter's Way,105,5.5,1981,Drama
8428,Cutter's Way,105,5.5,1981,Mystery
8428,Cutter's Way,105,5.5,1981,Thriller
8428,Cutter's Way,105,5.5,1981,Crime
8429,Sharky's Machine,122,5.9,1981,Crime
8429,Sharky's Machine,122,5.9,1981,Drama
8429,Sharky's Machine,122,5.9,1981,Action
8429,Sharky's Machine,122,5.9,1981,Thriller
8430,Student Bodies,86,4.8,1981,Comedy
8430,Student Bodies,86,4.8,1981,Horror
8430,Student Bodies,86,4.8,1981,Mystery
8431,Galaxy of Terror,81,5.1,1981,Action
8431,Galaxy of Terror,81,5.1,1981,Adventure
8431,Galaxy of Terror,81,5.1,1981,Horror
8431,Galaxy of Terror,81,5.1,1981,Science Fiction
8432,Condorman,90,6.1,1981,Comedy
8432,Condorman,90,6.1,1981,Action
8432,Condorman,90,6.1,1981,Adventure
8433,Ghost Story,110,5.7,1981,Drama
8433,Ghost Story,110,5.7,1981,Horror
8433,Ghost Story,110,5.7,1981,Thriller
8434,The Burning,91,5.9,1981,Horror
8434,The Burning,91,5.9,1981,Thriller
8435,Happy Birthday to Me,110,5.8,1981,Drama
8435,Happy Birthday to Me,110,5.8,1981,Horror
8435,Happy Birthday to Me,110,5.8,1981,Thriller
8435,Happy Birthday to Me,110,5.8,1981,Mystery
8436,The Funhouse,96,6.0,1981,Horror
8437,"Bianco, rosso e Verdone",110,6.6,1981,Comedy
8438,Looker,94,4.2,1981,Science Fiction
8438,Looker,94,4.2,1981,Thriller
8439,Caveman,91,5.9,1981,Comedy
8439,Caveman,91,5.9,1981,Adventure
8440,Hell Night,101,5.9,1981,Horror
8441,My Bloody Valentine,90,6.4,1981,Thriller
8441,My Bloody Valentine,90,6.4,1981,Horror
8441,My Bloody Valentine,90,6.4,1981,Mystery
8442,Mommie Dearest,129,6.0,1981,Drama
8443,Wolfen,115,5.6,1981,Drama
8443,Wolfen,115,5.6,1981,Horror
8443,Wolfen,115,5.6,1981,Thriller
8444,Neighbors,94,4.4,1981,Comedy
8445,Dark Night of the Scarecrow,96,4.6,1981,TV Movie
8445,Dark Night of the Scarecrow,96,4.6,1981,Horror
8445,Dark Night of the Scarecrow,96,4.6,1981,Mystery
8446,American Pop,96,6.4,1981,Animation
8446,American Pop,96,6.4,1981,Music
8447,The Decline of Western Civilization,100,7.2,1981,Documentary
8447,The Decline of Western Civilization,100,7.2,1981,Music
8448,Gregory's Girl,91,6.2,1981,Comedy
8448,Gregory's Girl,91,6.2,1981,Romance
8449,Bloody Birthday,85,6.0,1981,Horror
8449,Bloody Birthday,85,6.0,1981,Thriller
8450,The Incredible Shrinking Woman,88,4.7,1981,Comedy
8450,The Incredible Shrinking Woman,88,4.7,1981,Family
8450,The Incredible Shrinking Woman,88,4.7,1981,Science Fiction
8451,Continental Divide,103,4.5,1981,Comedy
8451,Continental Divide,103,4.5,1981,Romance
8452,"Vernon, Florida",55,5.1,1981,Documentary
8453,The Prowler,89,6.0,1981,Thriller
8453,The Prowler,89,6.0,1981,Horror
8453,The Prowler,89,6.0,1981,Mystery
8454,Enter the Ninja,100,5.5,1981,Crime
8454,Enter the Ninja,100,5.5,1981,Action
8454,Enter the Ninja,100,5.5,1981,Drama
8455,Prince of the City,167,6.6,1981,Drama
8455,Prince of the City,167,6.6,1981,Thriller
8455,Prince of the City,167,6.6,1981,Crime
8456,The Hitch Hikers Guide to the Galaxy,150,6.5,1981,Adventure
8456,The Hitch Hikers Guide to the Galaxy,150,6.5,1981,Comedy
8456,The Hitch Hikers Guide to the Galaxy,150,6.5,1981,Science Fiction
8457,Independence Day,145,6.6,1996,Action
8457,Independence Day,145,6.6,1996,Adventure
8457,Independence Day,145,6.6,1996,Science Fiction
8458,Mission: Impossible,110,6.5,1996,Adventure
8458,Mission: Impossible,110,6.5,1996,Action
8458,Mission: Impossible,110,6.5,1996,Thriller
8459,Trainspotting,93,7.6,1996,Drama
8459,Trainspotting,93,7.6,1996,Crime
8460,Fargo,98,7.6,1996,Crime
8460,Fargo,98,7.6,1996,Drama
8460,Fargo,98,7.6,1996,Thriller
8461,The Rock,136,6.8,1996,Action
8461,The Rock,136,6.8,1996,Adventure
8461,The Rock,136,6.8,1996,Thriller
8462,Mars Attacks!,106,5.9,1996,Comedy
8462,Mars Attacks!,106,5.9,1996,Fantasy
8462,Mars Attacks!,106,5.9,1996,Science Fiction
8463,Romeo + Juliet,120,6.6,1996,Drama
8463,Romeo + Juliet,120,6.6,1996,Romance
8464,The Hunchback of Notre Dame,91,6.6,1996,Family
8464,The Hunchback of Notre Dame,91,6.6,1996,Fantasy
8464,The Hunchback of Notre Dame,91,6.6,1996,Animation
8465,Aladdin and the King of Thieves,81,6.2,1996,Adventure
8465,Aladdin and the King of Thieves,81,6.2,1996,Animation
8465,Aladdin and the King of Thieves,81,6.2,1996,Family
8466,Space Jam,88,6.3,1996,Animation
8466,Space Jam,88,6.3,1996,Comedy
8466,Space Jam,88,6.3,1996,Drama
8466,Space Jam,88,6.3,1996,Family
8466,Space Jam,88,6.3,1996,Fantasy
8467,Eraser,115,5.5,1996,Action
8467,Eraser,115,5.5,1996,Drama
8467,Eraser,115,5.5,1996,Mystery
8467,Eraser,115,5.5,1996,Thriller
8468,101 Dalmatians,103,5.5,1996,Comedy
8468,101 Dalmatians,103,5.5,1996,Family
8469,Phenomenon,123,6.0,1996,Drama
8469,Phenomenon,123,6.0,1996,Fantasy
8469,Phenomenon,123,6.0,1996,Romance
8469,Phenomenon,123,6.0,1996,Science Fiction
8470,From Dusk Till Dawn,108,6.9,1996,Horror
8470,From Dusk Till Dawn,108,6.9,1996,Action
8470,From Dusk Till Dawn,108,6.9,1996,Thriller
8470,From Dusk Till Dawn,108,6.9,1996,Crime
8471,A Time to Kill,149,7.0,1996,Crime
8471,A Time to Kill,149,7.0,1996,Drama
8471,A Time to Kill,149,7.0,1996,Thriller
8472,Star Trek: First Contact,111,6.8,1996,Science Fiction
8472,Star Trek: First Contact,111,6.8,1996,Action
8472,Star Trek: First Contact,111,6.8,1996,Adventure
8472,Star Trek: First Contact,111,6.8,1996,Thriller
8473,Happy Gilmore,92,6.4,1996,Comedy
8474,Jingle All the Way,89,5.5,1996,Comedy
8474,Jingle All the Way,89,5.5,1996,Family
8475,Scream,111,6.9,1996,Crime
8475,Scream,111,6.9,1996,Horror
8475,Scream,111,6.9,1996,Mystery
8476,The Long Kiss Goodnight,120,6.4,1996,Action
8476,The Long Kiss Goodnight,120,6.4,1996,Crime
8476,The Long Kiss Goodnight,120,6.4,1996,Drama
8476,The Long Kiss Goodnight,120,6.4,1996,Mystery
8476,The Long Kiss Goodnight,120,6.4,1996,Thriller
8477,Jerry Maguire,139,6.5,1996,Comedy
8477,Jerry Maguire,139,6.5,1996,Drama
8477,Jerry Maguire,139,6.5,1996,Romance
8478,Matilda,98,6.8,1996,Comedy
8478,Matilda,98,6.8,1996,Family
8478,Matilda,98,6.8,1996,Fantasy
8479,DragonHeart,103,6.1,1996,Fantasy
8480,The Nutty Professor,95,5.4,1996,Fantasy
8480,The Nutty Professor,95,5.4,1996,Comedy
8480,The Nutty Professor,95,5.4,1996,Romance
8480,The Nutty Professor,95,5.4,1996,Science Fiction
8481,Daylight,115,5.6,1996,Action
8481,Daylight,115,5.6,1996,Adventure
8481,Daylight,115,5.6,1996,Thriller
8482,The Quest,95,5.1,1996,Action
8482,The Quest,95,5.1,1996,Adventure
8483,Chain Reaction,107,5.3,1996,Adventure
8484,The English Patient,162,6.9,1996,Drama
8484,The English Patient,162,6.9,1996,Romance
8484,The English Patient,162,6.9,1996,War
8485,Executive Decision,133,5.5,1996,Action
8485,Executive Decision,133,5.5,1996,Adventure
8485,Executive Decision,133,5.5,1996,Drama
8485,Executive Decision,133,5.5,1996,Thriller
8486,Twister,113,5.9,1996,Action
8486,Twister,113,5.9,1996,Adventure
8486,Twister,113,5.9,1996,Drama
8487,Ransom,117,6.2,1996,Action
8487,Ransom,117,6.2,1996,Thriller
8488,D3: The Mighty Ducks,104,5.4,1996,Action
8488,D3: The Mighty Ducks,104,5.4,1996,Comedy
8488,D3: The Mighty Ducks,104,5.4,1996,Drama
8488,D3: The Mighty Ducks,104,5.4,1996,Family
8489,The Cable Guy,96,5.4,1996,Comedy
8489,The Cable Guy,96,5.4,1996,Drama
8489,The Cable Guy,96,5.4,1996,Thriller
8490,Sleepers,147,7.2,1996,Crime
8490,Sleepers,147,7.2,1996,Drama
8490,Sleepers,147,7.2,1996,Thriller
8491,The Frighteners,110,6.5,1996,Horror
8491,The Frighteners,110,6.5,1996,Comedy
8492,Broken Arrow,108,5.5,1996,Action
8492,Broken Arrow,108,5.5,1996,Adventure
8492,Broken Arrow,108,5.5,1996,Drama
8492,Broken Arrow,108,5.5,1996,Thriller
8493,Crash,100,6.4,1996,Drama
8493,Crash,100,6.4,1996,Thriller
8493,Crash,100,6.4,1996,Romance
8494,Escape from L.A.,97,5.4,1996,Action
8494,Escape from L.A.,97,5.4,1996,Adventure
8494,Escape from L.A.,97,5.4,1996,Science Fiction
8494,Escape from L.A.,97,5.4,1996,Thriller
8495,The People vs. Larry Flynt,129,6.5,1996,Drama
8496,The Arrival,115,5.7,1996,Action
8496,The Arrival,115,5.7,1996,Mystery
8496,The Arrival,115,5.7,1996,Science Fiction
8496,The Arrival,115,5.7,1996,Thriller
8497,Bound,108,6.5,1996,Romance
8497,Bound,108,6.5,1996,Drama
8497,Bound,108,6.5,1996,Thriller
8497,Bound,108,6.5,1996,Crime
8498,Swingers,94,6.9,1996,Comedy
8498,Swingers,94,6.9,1996,Romance
8499,Striptease,115,4.4,1996,Drama
8499,Striptease,115,4.4,1996,Thriller
8499,Striptease,115,4.4,1996,Crime
8500,The Fan,116,5.6,1996,Drama
8500,The Fan,116,5.6,1996,Mystery
8500,The Fan,116,5.6,1996,Thriller
8501,Jack,113,5.8,1996,Comedy
8501,Jack,113,5.8,1996,Drama
8501,Jack,113,5.8,1996,Science Fiction
8502,Primal Fear,129,7.3,1996,Crime
8502,Primal Fear,129,7.3,1996,Drama
8502,Primal Fear,129,7.3,1996,Mystery
8502,Primal Fear,129,7.3,1996,Thriller
8503,Barb Wire,98,4.2,1996,Action
8503,Barb Wire,98,4.2,1996,Science Fiction
8504,Courage Under Fire,117,6.1,1996,Drama
8504,Courage Under Fire,117,6.1,1996,Thriller
8504,Courage Under Fire,117,6.1,1996,Mystery
8504,Courage Under Fire,117,6.1,1996,War
8505,Everyone Says I Love You,101,6.3,1996,Drama
8505,Everyone Says I Love You,101,6.3,1996,Comedy
8505,Everyone Says I Love You,101,6.3,1996,Romance
8506,That Thing You Do!,108,6.8,1996,Comedy
8506,That Thing You Do!,108,6.8,1996,Drama
8507,Thinner,92,5.1,1996,Horror
8507,Thinner,92,5.1,1996,Thriller
8508,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,89,6.4,1996,Comedy
8509,2 Days in the Valley,104,5.6,1996,Comedy
8509,2 Days in the Valley,104,5.6,1996,Crime
8510,Set  It Off,118,7.0,1996,Drama
8510,Set  It Off,118,7.0,1996,Action
8510,Set  It Off,118,7.0,1996,Crime
